일자,시간,장소,대상,계,내역,집행방법,
20109-09-06,교촌치킨,,338000,"제13호 태풍 ""링링""에 따른 야간 재해대책상황실 근무자 격려를 위한 간식 구입",카드,,
20109-09-08,이마트24,15,22300,태풍에 따른 청사인근 수목정비 및 청소활동으로 노고가 많은 관계직원 격려위한 음료 구입,카드,,
20109-09-09,해병2사단,,2000000,"제13호 태풍 ""링링""에 따른 강화지역 피해복구로 노고가 많은 군부대 장병 격려금 지급",현금,,
20109-09-09,서상원 외 4명,5,250000,소속 상근직원에 대한 경조사 비용 지급(서상원 외 4명),현금,,
20109-09-10,중부소방서 외 5개기관,,2600000,추석맞이 시민민생현장(중부소방서 외 5개기관) 방문에 따른 격려금 지급,현금,,
20109-09-10,공무원노동조합,,205000,수돗물피해보상 신청서류 검증작업을 위한 직원 격려위한 음료 등 간식 구입,카드,,
20109-09-10,백령바다영어조합법인 외 2,,370000,옹진섬 농수특산물 직거래장터 관련 청사관리 근무자 격려를 위한 물품 구입,카드,,
20109-09-11,대연,3,30000,추석 연휴 상황근무로 인하여 노고가 많은 상황근무자 격려,카드,,
20109-09-11,365세일마트,,300000,추석맞이 시민생활현장 방문과 관련 추석연휴 부평가족공원 방문 격려 물품 구입,카드,,
20109-09-15,정가네손두부집,12,134000,추석 명절 당직 및 연휴근무로 인하여 노고가 많은 당직 근무자 격려,카드,,
20109-09-16,조은경 외 1명,2,100000,인천시 소속상근직원 경조사 비용 지급(조은경 외 1명),현금,,
2019-09-16,우성꽃농원,,410000,2019년 8월중  경조사 시 설치하는 관내지역 근조기 및 축기 설치 비용,카드,,
2019-09-17,송도갈매기,15,485000,국경일 및 기념일 등 각종행사 개최에 따른 공연지원에 따른 시립합창단 격려를 위한 간담,카드,,
2019-09-18,홈플러스,,442740,시장실 민원인 및 방문객을 위한 다과 및 차류 등 구입,카드,,
2019-09-20,진흥통상비엔에이,,3475000,시책사업 협력증진을 위한 내방객 및 업무협조 관계자 등에게 제공할 기념품 구입,카드,,
2019-09-20,명동보리밥,15,249000,제13회 시장기 공무원 테니스대회 개최 관련 동호회 직원 격려,카드,,
2019-09-25,제17사단,,3000000,제17사단 방문에 따른 장병 격려를 위한 격려금,현금,,
2019-09-25,이도희 외 8명,9,450000,인천시 소속상근직원 경조사 비용 지급(이도희 외 8명),현금,,
2019-09-25,홍루이젠,25,90650,아프리카돼지열병 발병에 따른 방역근무체계 현장근무자 격려를 위한 간식 구입,카드,,
2019-09-25,여수명가,3,44000,아프리카돼지열병 발병에 따른 방역상황 등 대처를 위한 군구 점검회의 관계자와 간담,카드,,
2019-09-26,수진식품,,390000,제9기 승진리더과정 위문 물품 구입,카드,,
2019-09-26,백령면옥,3,35000,옹진 군민의 날 행사 참관 후 행사 관계자 격려를 위한 간담,카드,,
2019-09-27,신화식품,6,60000,아프리카돼지열병 관련 방역 현장근무자 격려위한 간담,카드,,
2019-09-28,마쯔,14,300000,아프리카돼지열병 발병에 따른 방역 및 비상근무 등 노고가 많은 강화군 상황실 근무자 격려,카드,,
2019-09-30,강화군 현장근무자,,3000000,"아프리카돼지열병 비상근무 및 방역소독, 살처분에 따른 강화군 직원 노고 격려위한 격려금",현금,,
,,,,,,,
2019-09-02,본도시락,17,159100,환경공단 현안사업 논의 및 공단 간부 직원과 소통을 위한 간담,카드,,
2019-09-02,강원정육,2,24000,해경의 날 관련 해경청과 협조 등 논의위한 해경청 관계자와 간담,카드,,
2019-09-03,복마중,7,60000,인천항 주변지역 개발 등을 위한 항만공사 관계자와 간담,카드,,
2019-09-03,인천로얄호텔,96,2875000,학습동아리 혜윰 성과공유 한마당 행사에 참여한 동아리원들의 연구성과 및 노고 격려,카드,,
2019-09-04,초원정식당,5,80000,남동공단 스마트산단 지정 현장평가 관련 관계자와 간담,카드,,
2019-09-04,매일회사랑,13,380000,2019년 추경예산 및 2020년 주요추진사업 등에 대한 홍보를 위한 지역언론 관계자와 간담,카드,,
2019-09-04,교보문고,1,13500,출자출연기관 대표자 퇴임에 따른 기념물품(도서) 구입,카드,,
2019-09-04,오삼오리,9,274000,시민참여와 공감을 통한 건축문화 향상을 위한 건축문화제조직위 위원과 간담,카드,,
2019-09-05,신아리랑,6,130000,강화군민의 날 기념식 행사 참석 후 관계자와 오찬 간담,카드,,
2019-09-05,우렁찬 명품한우,17,309900,서울시 지역화폐 운영사례 및 개선사항에 대한 의견청취 등을 위한 서울시 관계자와 간담,카드,,
2019-09-06,연참치,12,180000,시민정책자문단 시민정책분과 분과활동 운영방향 협의를 위한 간담,카드,,
2019-09-06,미소로,6,63000,국제도시에 어울리는 경관형성 자문을 위한 경관위원회 위원과의 간담,카드,,
2019-09-09,손짜장마을,9,94000,태풍 링링 피해지역인 강화지역 현장 점검후 관계자와 간담,카드,,
2019-09-10,번개회관,36,1464800,17사단 보병사단 군악대 장병들의 노고를 격려하기 위한 간담,카드,,
2019-09-11,경원재앰배서더호텔,20,480000,주한 중국대사 및 대사관 관계자에게 인천시를 홍보하고 협력을 증진하기 위한 간담,카드,,
2019-09-11,와따참치,6,188000,인천 시정현안 전반에 대한 업무 협조를 통한 소통행정 추진을 위한 관계자와 간담,카드,,
2019-09-16,주원일식,20,190000,청라 자원환경시설 현대화사업 관련 소관부서 및 유관기관 관계자와 간담,카드,,
2019-09-16,대도가,20,480000,추석명절 민생현장 방문 및 종합대책 수립 등에 따른 보완사항을 공유 위한 관계자와 간담,카드,,
2019-09-19,서가네순대국,6,64000,지속가능발전협의회 관계자와 협의회 운영 방향 등에 대한 논의를 위한 관계자와 간담,카드,,
2019-09-19,신승반점,14,315000,월미바다열차 개통 전 바다열차 시승을 통한 운영상태 점검 및 의견 수렴을 위한 간담,카드,,
2019-09-20,오가네한우마을,27,486000,예산정책협의회 준비 등 현안업무 추진 관계직원과 간담,카드,,
2019-09-20,변가네옹진냉면,5,45500,시민의 날 및 인천애뜰 개장기념 추진일정 등 세부계획 논의를 위한 관계자와 간담,카드,,
2019-09-20,홍연,29,425000,공무원 노사합동 워크숍 기간중  노조위원과 임원간 간담,카드,,
2019-09-21,유진초밥,6,77000,2019 생명사랑밤길 걷기대회 행사 참관 후 향후 행사 계획 등과 관련 관계자와 간담,카드,,
2019-09-22,청실홍실,4,30000,부평구 다울축제 행사 참관 후 관계자와 간담,카드,,
2019-09-23,명품손짜장,5,68000,아프리카돼지열병 발병에 따른 확산방지 등 대처방안 논의를 위한 관계자와 간담,카드,,
2019-09-23,부부순대국,15,194000,저층주거지 개선을 위한 2019 더불어마을 희망지사업 중간성과 공유회 참석 관계자와 간담,카드,,
2019-09-25,젊은농부해피타운,5,206000,시의회와 주요현안사항 설명 및 업무 협조 등을 위한 시의원과 간담,카드,,
2019-09-25,서해뻘산낙지,25,620000,전국기자단 현안논의를 위한 오찬 간담,카드,,
2019-09-26,주원일식,7,212000,신청사건립 추진에 따른 건립방안 등에 관한 논의를 위한 관계직원과 간담,카드,,
2019-09-26,고바우,20,296000,인천 2030 미래이음 재정분야 발표 및 주민참여예산 총회 개최 후 관계자들과 간담,카드,,
2019-09-27,부라더목장,10,377500,아프리카돼지열병 발병에 따른 상황근무자 격려 및 확산방지를 위한 관계자와 간담,카드,,
2019-09-30,구내식당,12,210000,2019년도 시민의날 기념 시민상 선정을 위한 시민상선정위원회 위원과 간담,카드,,
2019-09-30,신선화로,5,122900,인천글로벌캠퍼스 대학 유치 등을 위한 관계자와 간담,카드,,
2019-09-30,산너머남촌,28,333200,지방자치인력개발원 제19기 중경리더과정 현장학습 주민참여예산제 운영관련 체험 방문에 따른 간담,카드,,
2019-09-30,유키돈까스,5,31500,자원순환 선진화 및 친환경 자체매립지 연구용역 착수보고회 관계직원 간담,카드,,
,,,,,,,
2019-08-01,젊은농부해피타운,4,34000,수돗물 정상화 추진 관련 대책위원회 담당부서 직원 격려,카드,,
2019-08-01,우성꽃농원,,1400000,상근 소속직원 조사 시 사용할 조향세트 구입,카드,,
2019-08-05,인농52번상회,,24000,혹서기에 청사방호 업무로 노고가 많은 청원경찰 격려위한 간식 구입,카드,,
2019-08-06,강촌토종삼계탕,3,28000,정책현안회의 개최 후 관계직원 격려를 위한 오찬 간담,카드,,
2019-08-06,신선화로,8,78500,혹서기 폭염대비 상황근무자 격려를 위한 오찬 간담,카드,,
2019-08-06,인농52번상회,,20000,혹서기 청사미화로 노고가 많은 환경미화원 격려위한 과일 구입,카드,,
2019-08-07,우성꽃화원,,500000,정부인천지방합동청사(시 선거관리위원회 등 5개기관) 개청식에 따른 화분 구입,카드,,
2019-08-09,변가네옹진냉면,4,45500,서구 검단동 나눔행사 참가후 관계직원 격려를 위한 오찬 간담,카드,,
2019-08-09,한경희전라도밥상,9,149000,사회복지시설 종사자 처우개선 TF활동 관계자와 간담,카드,,
2019-08-09,조림조림,4,38000,펜타포트락페스티벌 개막행사 준비 관계직원 노고 격려,카드,,
2019-08-11,사곶냉면,4,36000,8.15광복절 기념 연합예배 준비 관계직원 격려 간담,카드,,
2019-08-12,윤평상 외 2명,3,150000,소속 상근직원에 대한 경조사 비용 지급(윤평상 외 2명),현금,,
2019-08-12,이바돔감자탕,41,1083000,하반기 시정운영 방향 및 계획 등에 대한 소통을 위한 3급이상 실국장과 간담,카드,,
2019-08-13,피치버스,,320000,"특정업무 수행부서(여성정책과, 안전정책과, 자치행정과) 직원 격려 및 노고",카드,,
2019-08-13,구월점 경복궁,17,481000,시정발전을 위한 의견수렴을 위한 남동구 오피니언 리더와 간담,카드,,
2019-08-14,유진초밥,6,69000,김대중 대통령 서거 10주기 인천 추모식 개최에 따른 관계직원 격려,카드,,
2019-08-14,쭈꾸미일당백,3,29000,인천시 도시브랜드 영상 스타비 어워즈 인터내셔널 최고상 수상 관계자 격려,카드,,
2019-08-15,대명반점,25,411000,8.15경축 기념행사 후 그동안 행사준비로 노고가 많은 관계부서 및 관계자 격려,카드,,
2019-08-16,해경파출소 등 4개소,4,1200000,지역현안 청취 및 현장소통을 위한 영흥도 방문(해경파출소 등 4개기관)에 격려 금,현금,,
2019-08-16,교보문고,9,121500,명예퇴직자 및 공로연수자 대상 노고 격려를 위한 도서구입,카드,,
2019-08-16,즐거운마트,,47400,지역현안 청취 및 현장소통을 위한 영흥도 방문(육경파출소)에 따른 격려 물품,카드,,
2019-08-19,최태환 외 2명,3,150000,소속 상근직원에 대한 경조사 비용 지급(최태환 외 2명),현금,,
2019-08-20,연중반점,8,82000,솔찬공원 관광명소화 추진 방안 등을 논의하기 위한 관계자와 간담,카드,,
2019-08-21,가문의족보,15,400000,문화재 관리 및 발굴 등 현안추진 업무 등으로 노고가 많은 문화재과 격려를 위한 간담,카드,,
2019-08-22,하동관,6,100000,국회 시도지사 간담회 관련 중앙협력본부 관계 수행직원 격려를 위한 오찬 간담,카드,,
2019-08-22,청실홍실,7,99000,인천시설공단 노동조합 집행부 출범행사 관계자와 간담,카드,,
2019-08-22,온누리회관,20,484800,군부대 이전 등 지역 현안사업 해결을 위한 관내 군부대 관계자와 간담,카드,,
2019-08-23,젊은농부해피타운,15,300000,GTX-B 예타확정 관련 유관기관 및 철도부서 관계자와 간담,카드,,
2019-08-23,쭈꾸미일당백,6,95500,제256회  시의회 임시회 개최관련 안건협의를 위한 의회 관계자와 오찬 간담,카드,,
2019-08-23,옥돌정,23,400000,동구 송현동~중구 신흥동 간 연결도로 갈등문제 해결 직원 노고 격려,카드,,
2019-08-26,이포르테㈜,175,3062500,7월분 직원 생일기념 케익상품권(모바일상품권) 공급 기성금,카드,,
2019-08-26,김승기,1,50000,소속 상근직원에 대한 경조사 비용 지급(김승기),현금,,
2019-08-26,우성꽃농원,,708000,7월중 관내지역 경조사 시 근조기 및 축기 설치 비용,카드,,
2019-08-26,전복촌,8,200000,각종 행사시 사진촬영 및 영상촬영 등 시정홍보에 노고가 많은 대변인실 촬영팀 직원 격려,카드,,
2019-08-27,해월토장집,4,39000,원도심균형개발계획 수립용역 보고 후 재생정책 관계자와 간담,카드,,
2019-08-28,자연맛닭,5,100000,한중일 문화관광장관회의 관련 일정 등 논의위한 관계부서와 간담,카드,,
2019-08-29,용두레,5,57000,수도권매립지 현안사항 점검회의 후 관계부서 관계자와 의견청취 등을 위한 간담,카드,,
2019-08-30,공무원노동조합,,150000,예산담당관실 예산작업 근무자 격려를 위한 간식 구입,카드,,
2019-08-30,야래향,23,612000,청사방호 업무 및 민원안내 등으로 노고가 많은 청원경찰 격려를 위한 간담,카드,,
2019-08-30,청실홍실,3,30000,인천 판타지 컨벤션 행사 후 관계자와 격려를 위한 간담,카드,,
2019-08-31,남원추어탕,4,39000,제4회 문학산 음악회 행사 관계자와 행사 일정 등 논의위한 간담,카드,,
